用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,期望退休后的月开销,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,住房固定支出消费,家庭公共事业消费,家居家装消费,日用杂货消费,家庭服务消费,餐饮食品消费,日常通勤消费,私家车消费消费,长途差旅消费,服饰鞋履消费,美妆护肤消费,文娱消费,运动健身消费,兴趣爱好消费,教育培训消费,书籍文具消费,求医问药消费,保健养生消费,电子设备与通信消费,礼品礼金消费,公益慈善消费,意外杂项消费,保险消费,投资理财消费,贷款利息消费
U000405,29,男,合肥,制造业工人,本科,已婚,20836.87,5125.56,391.54,26353.97,27644.37,-0.05,231653.14,1593633.46,225824.89,222771.72,2273883.2100000004,1007594.96,104515.36,1007769.56,154003.33,1266288.2500000002,0.56,40918.01,1,6249.01,23093.05,1485626.82,激进,61,1400641.86,0.039,0.105,7366,优,26,0.65,13,9,0.55,33.53,748.85,2103.1,18.45,376.86,2.91,635.4,1540.85,1895.82,3433.66,1108.87,347.48,3049.48,1765.45,1010.18,1406.56,3052.1,1473.51,543.28,1476.12,48.61,577.55,616.55,215.83,27.62,169.27
U000406,29,男,上海,医生,本科,已婚,9599.79,17207.16,412.71,27219.66,29217.52,-0.07,229257.32,802029.04,492114.74,300906.49,1824307.59,956770.44,17847.79,737523.39,112165.97,867537.15,0.48,57068.5,3,11651.12,3078.41,541.48,稳健,55,3286745.33,0.053,0.117,11327,差,29,0.1,28,12,0.81,92.48,1970.98,5398.74,517.02,1112.27,3364.43,222.24,1537.68,1710.12,113.31,2401.59,2039.39,41.31,116.13,61.25,495.6,865.63,924.16,378.79,2949.7,558.46,56.69,434.09,920.94,637.91,389.09
U000407,51,女,广州,教师,大专,已婚,18821.42,5599.57,6536.26,30957.25,23178.78,0.25,28344.13,426271.64,70919.04,1370782.95,1896317.76,96778.61,141701.34,1474924.6,182913.21,1799539.1500000001,0.95,24065.0,20,111639.08,24068.55,60735.21,保守,70,4694194.29,0.019,0.067,17932,差,7,0.46,18,8,0.49,75.69,318.86,383.35,767.6,1010.84,396.89,1876.77,654.79,477.38,829.75,2435.31,1262.19,32.57,322.16,507.17,301.19,960.74,1395.93,1048.26,3621.43,253.79,1658.42,1160.53,358.66,1056.55,87.65
U000408,36,男,上海,程序员,本科,离异,14482.18,9948.47,8304.51,32735.160000000003,26391.48,0.19,642118.7,1614929.92,22016.86,189030.74,2468096.2199999997,1896665.09,93883.03,421234.38,56313.72,571431.13,0.23,95834.24,12,40092.67,20674.27,1926379.22,保守,61,1556683.25,0.032,0.06,12515,一般,20,0.14,36,13,0.69,75.69,858.88,390.7,1205.23,1159.68,265.66,34.89,642.46,952.5,2364.61,2976.83,850.39,1583.99,653.85,1549.09,258.98,524.06,1136.6,20.71,1448.57,2039.92,575.67,671.4,2153.66,1689.03,384.11
U000409,43,男,上海,市场营销,本科,已婚,20150.65,3277.89,6586.01,30014.550000000003,23580.52,0.21,402247.56,458941.44,367597.48,1040363.24,2269149.7199999997,1549325.16,23658.93,602668.79,93496.84,719824.56,0.32,69487.42,9,22144.98,22130.45,1778858.16,激进,68,2121479.84,0.032,0.096,10635,一般,28,0.21,11,14,0.62,65.05,140.14,293.69,1822.79,922.56,3378.02,1153.3,2253.83,192.84,1168.65,16.17,879.54,501.55,337.11,1570.26,1524.77,17.86,744.45,363.07,425.35,1412.39,293.58,2268.62,156.76,860.44,882.78
U000410,38,女,深圳,制造业工人,大专,丧偶,12106.01,2790.43,8162.58,23059.02,16208.33,0.3,471386.07,237055.85,209488.03,335639.88,1253569.83,1106664.8,63174.34,62967.63,20763.06,146905.03,0.12,808.1,5,110956.69,21477.94,1575448.49,稳健,70,1026146.05,0.047,0.108,8321,良,17,0.85,33,12,0.45,52.82,185.86,852.27,679.06,188.92,361.37,30.13,110.82,314.85,42.55,877.37,599.17,1361.23,559.67,1334.84,382.72,433.96,1784.91,486.38,14.8,609.0,1116.49,751.44,414.95,526.63,2188.91
U000411,54,女,重庆,教师,博士,丧偶,19595.49,9904.06,9158.44,38657.990000000005,36627.24,0.05,257506.98,2796462.11,151428.8,627732.07,3833129.9599999995,2266759.51,100843.28,1427325.86,38201.31,1566370.4500000002,0.41,3244.0,18,18161.33,6722.85,1552135.7,激进,60,801598.32,0.033,0.067,8576,优,11,0.63,0,9,0.54,54.37,1690.38,1547.52,275.57,383.12,1607.64,227.0,509.7,2982.93,655.29,1107.53,4685.55,426.22,816.63,1542.61,2328.85,3836.41,4086.89,2479.53,428.76,41.56,800.84,252.47,2049.85,1790.03,74.38
U000412,36,男,大连,金融分析师,硕士,未婚,13253.0,6392.64,310.4,19956.04,18964.54,0.05,568375.42,1074514.76,269508.65,294020.45,2206419.2800000003,1121852.59,84008.12,930347.59,70210.98,1084566.69,0.49,194272.47,7,149195.75,11702.99,1925536.52,平衡,57,2636923.04,0.037,0.065,13034,一般,23,0.76,40,3,0.62,78.69,246.67,488.17,950.78,483.92,502.05,58.54,442.64,1248.41,2127.81,460.18,475.15,1045.95,2467.22,267.96,500.29,1370.86,811.41,101.07,852.22,178.28,615.61,649.52,1801.75,535.42,282.65
U000413,43,男,武汉,律师,硕士,丧偶,17989.9,12274.35,949.54,31213.79,29400.64,0.06,433203.22,2127014.48,14117.87,1518883.61,4093219.1800000006,3757023.49,9397.55,271849.91,54948.23,336195.68999999994,0.08,113009.99,17,98055.35,1602.72,1171322.12,稳健,70,1282634.05,0.033,0.111,7587,优,1,0.33,10,13,0.38,40.06,628.03,234.55,1679.75,727.93,489.55,507.05,2163.98,913.28,1432.15,2573.02,2625.94,450.74,3447.45,28.51,535.28,2559.48,363.4,360.98,407.93,1072.44,652.87,1468.29,2549.87,1269.27,258.89
U000414,28,女,福州,企业管理,硕士,未婚,12600.86,877.49,365.36,13843.710000000001,10660.14,0.23,396159.22,2029292.2,114366.26,222333.21,2762150.8899999997,2485229.63,74282.68,182331.04,20307.54,276921.26,0.1,27841.06,5,146819.54,17187.85,47356.4,保守,70,2150040.4,0.045,0.061,14554,优,16,0.82,23,3,0.59,32.18,153.92,81.37,47.24,415.23,60.51,74.86,178.74,165.75,464.46,850.25,717.91,152.56,141.02,1691.24,4.14,1061.23,111.64,1474.56,209.96,290.84,615.31,443.91,191.73,404.39,657.38
U000415,31,男,深圳,金融分析师,博士,离异,10936.75,8026.54,9192.74,28156.03,29656.98,-0.05,534075.12,308577.74,80997.66,1711261.87,2634912.39,1692015.33,74439.79,669153.18,199304.09,942897.06,0.36,74663.37,4,71681.96,28446.36,1312525.39,激进,68,1021324.22,0.012,0.072,11404,优,9,0.21,25,0,0.56,63.16,318.04,748.84,290.8,1049.9,162.88,30.87,69.3,4073.09,202.66,1627.57,92.88,151.14,938.88,825.57,3997.96,3825.76,1996.9,1216.82,801.34,581.41,3880.8,1219.5,1142.53,348.37,63.15
U000416,28,女,上海,公务员,硕士,未婚,13228.32,18414.63,1721.17,33364.12,33384.56,-0.0,109426.87,1139422.93,239367.18,49523.51,1537740.4899999998,1261667.71,41112.9,126679.31,108280.57,276072.78,0.18,160773.99,1,100062.35,24362.82,290805.23,平衡,57,2649597.79,0.059,0.064,14861,差,5,0.3,26,11,0.96,83.82,515.33,799.99,166.66,2482.34,38.35,2457.93,206.9,2979.17,1791.03,246.28,1141.96,513.18,268.69,2683.2,707.27,695.89,254.86,661.11,2809.74,617.58,4145.11,4003.0,214.26,267.15,2717.57
U000417,23,女,厦门,学生,博士,离异,909.65,4334.68,1497.22,6741.55,4474.12,0.34,325894.76,1699505.33,444372.07,323020.48,2792792.64,2569018.54,72521.3,31457.03,119795.77,223774.1,0.08,57525.54,0,0.0,831.59,132667.95,平衡,57,3670134.68,0.049,0.106,12617,差,1,0.4,25,8,0.63,82.44,22.23,18.19,396.33,215.99,138.37,227.68,86.98,220.62,72.19,43.46,202.76,84.5,618.57,66.77,395.61,419.67,43.0,248.55,88.13,387.49,92.87,211.78,97.7,40.14,34.53
U000418,42,女,郑州,个体商户,硕士,离异,11764.83,11791.22,5601.88,29157.93,27440.29,0.06,431526.15,2436029.79,68633.67,1011225.77,3947415.38,2285376.75,92650.83,1462839.98,106547.82,1662038.6300000001,0.42,123273.33,2,37738.94,8743.7,542502.4,平衡,64,3174952.18,0.021,0.116,9644,差,10,0.83,18,6,0.54,49.91,1524.84,1005.77,1263.12,359.14,710.92,49.16,1841.67,4973.86,565.49,11.93,201.45,1144.36,1025.15,1678.58,317.06,1561.48,1260.88,422.0,853.65,172.47,652.27,2306.21,591.94,1980.99,965.9
U000419,39,男,南京,制造业工人,高中,丧偶,16825.26,17811.01,1392.78,36029.049999999996,35486.98,0.02,203560.56,2026954.97,180743.47,1628327.75,4039586.75,2685084.74,41106.24,1197045.96,116349.81,1354502.01,0.34,34683.12,9,95789.3,6521.76,1579890.05,激进,65,1323850.25,0.042,0.09,10221,差,7,0.41,17,14,0.68,39.51,804.24,201.49,852.48,119.47,164.45,850.33,576.25,4107.73,745.04,2242.77,1194.82,1925.63,476.41,4500.11,1194.28,2814.51,718.27,166.99,1771.11,12.32,1019.86,338.71,1561.12,6141.21,987.38
U000420,21,男,重庆,自由职业,大专,未婚,8305.02,1274.05,990.11,10569.18,11281.28,-0.07,280828.53,1683374.39,255559.2,210246.6,2430008.72,2083626.13,24444.51,196315.53,125622.55,346382.59,0.14,0.0,0,0.0,10175.07,238889.55,激进,60,1053124.69,0.048,0.12,12814,优,1,0.78,17,3,0.68,47.45,281.52,272.0,1058.56,876.52,611.96,139.54,312.75,100.67,233.07,262.94,707.6,899.03,212.68,7.09,785.93,76.06,386.26,10.04,202.55,1694.23,42.15,218.88,145.73,935.23,808.28
U000421,23,男,苏州,个体商户,博士,已婚,12049.38,3597.86,568.38,16215.619999999999,11680.76,0.28,116831.93,1297871.79,375863.28,463925.77,2254492.77,2168688.55,33940.94,47272.47,4590.81,85804.22,0.04,116824.0,0,0.0,25996.15,766543.99,稳健,55,4795129.93,0.015,0.104,11113,良,8,0.75,7,3,0.47,56.42,208.42,566.77,16.59,72.78,589.41,121.35,990.71,30.69,123.36,3326.02,288.48,617.04,102.53,478.46,658.27,191.92,897.42,470.12,250.53,414.6,437.05,91.99,261.98,213.86,260.42
U000422,26,女,大连,律师,大专,离异,12855.15,13423.23,870.39,27148.769999999997,27975.39,-0.03,475770.14,1026179.97,116090.37,423641.1,2041681.58,1881107.33,41670.53,88826.61,30077.11,160574.25,0.08,177623.68,4,112604.13,640.14,1530111.67,稳健,61,4468128.37,0.035,0.107,12238,优,16,0.37,1,15,0.66,55.21,637.98,2729.53,336.68,520.35,1497.35,764.73,766.87,53.08,492.41,305.73,7084.48,357.02,2090.17,1092.06,403.72,759.43,1777.86,2080.76,169.29,401.75,395.39,41.6,883.05,1868.74,465.38
U000423,42,男,南京,医生,本科,离异,18599.54,15761.4,2071.31,36432.25,27583.07,0.24,291673.65,771173.55,145339.41,692686.43,1900873.04,1110989.92,80458.38,704569.54,4855.2,789883.12,0.42,187053.11,7,96821.59,2109.06,1426139.34,积极,55,2249914.45,0.027,0.083,9281,良,15,0.45,14,13,0.36,46.57,157.63,1280.84,1998.71,1200.35,18.7,252.58,74.65,875.84,1464.33,121.48,1889.05,840.55,1214.02,3684.73,90.59,2399.77,139.73,517.46,1976.66,2453.96,731.86,934.72,1276.66,1853.88,134.3
U000424,35,男,大连,科研人员,高中,已婚,19134.43,10343.4,5309.37,34787.200000000004,24276.46,0.3,23590.65,1048971.23,23989.26,685740.55,1782291.69,1336218.64,84852.55,238130.51,123089.99,446073.05,0.25,110564.8,4,11888.3,28426.31,906201.66,平衡,64,1137353.17,0.032,0.112,12732,差,5,0.28,19,5,0.66,45.07,587.35,535.98,493.48,636.89,2596.21,710.96,2739.43,177.9,1152.4,1496.68,1017.17,835.55,744.48,1765.3,1542.68,116.72,1689.21,478.33,261.85,1824.06,506.19,1478.4,273.56,3.52,612.16
U000425,58,男,大连,退休人员,本科,离异,1211.59,3907.7,7125.29,12244.58,7759.28,0.37,89329.07,3187430.07,89365.3,372411.84,3738536.2799999993,2375823.0,76781.16,1141290.42,144641.7,1362713.2799999998,0.36,30543.72,11,36846.98,327.12,1710814.66,积极,67,2809606.59,0.011,0.09,8517,良,1,0.42,5,1,0.63,85.02,177.26,27.53,102.12,459.8,49.7,314.93,753.99,344.31,503.69,34.88,87.27,680.03,379.6,308.49,329.51,161.67,13.78,463.91,343.25,193.54,695.38,123.86,105.39,623.36,482.04
U000426,37,男,上海,个体商户,大专,未婚,14226.53,4964.3,6401.36,25592.190000000002,25010.14,0.02,44939.6,1075661.53,286.7,1382318.11,2503205.9400000004,1308858.52,99055.92,1016288.12,79003.38,1194347.42,0.48,108293.79,12,133318.9,14511.89,1294706.51,激进,66,4038731.25,0.039,0.11,10286,一般,12,0.7,33,13,0.42,85.77,148.15,256.06,1129.04,514.09,1914.67,3166.65,1732.01,501.28,1643.59,457.85,193.33,35.91,515.26,2473.01,288.77,244.59,3701.44,26.77,1629.16,409.92,40.4,2641.98,159.04,848.51,338.66
U000427,47,男,重庆,制造业工人,高中,已婚,17132.39,18083.3,3825.72,39041.41,29271.65,0.25,18384.4,1632192.34,375155.69,646711.29,2672443.7199999997,1345323.99,111610.38,1125521.26,89988.09,1327119.7300000002,0.5,118085.98,24,112383.8,22133.33,603944.28,稳健,62,1140418.98,0.055,0.114,9037,优,8,0.49,14,14,0.56,43.31,621.8,3034.09,2772.49,1443.01,2478.45,441.91,550.55,1091.37,1121.2,754.07,587.38,4912.76,1974.74,655.04,1490.88,360.41,121.11,498.58,591.82,19.13,1934.83,510.62,996.51,88.17,220.72
U000428,26,女,长沙,公务员,本科,丧偶,18030.88,9301.79,773.11,28105.780000000002,26046.08,0.07,242694.11,1375943.87,177387.19,256280.75,2052305.92,1643119.64,48665.03,186795.44,173725.81,409186.28,0.2,95891.7,2,49717.86,8627.5,1013435.11,平衡,55,4964448.03,0.017,0.103,13754,一般,8,0.15,32,6,0.74,54.13,715.28,2288.16,5096.09,354.49,270.61,1489.98,5015.92,757.24,1208.67,1160.38,334.7,651.02,1364.7,888.24,16.31,312.98,118.96,202.2,1798.44,28.66,189.22,282.41,731.42,582.28,187.73
U000429,26,男,武汉,市场营销,硕士,已婚,11725.37,11712.42,1767.07,25204.86,24681.76,0.02,242708.58,1182134.78,333160.01,273994.87,2031998.2400000002,1654688.17,76391.61,101189.55,199728.91,377310.07,0.19,30666.0,3,49522.81,19856.74,1462899.67,积极,63,1147781.65,0.048,0.072,10196,良,19,0.41,25,7,0.33,49.69,263.7,2458.35,519.67,50.52,1089.26,332.42,883.54,273.39,705.02,1233.03,2193.51,252.29,339.92,520.3,2183.91,1931.19,78.51,117.95,570.39,93.99,353.47,133.9,842.58,2489.02,4771.92
U000430,35,女,大连,自由职业,大专,已婚,13118.85,19808.53,2106.16,35033.53999999999,38379.71,-0.1,106204.44,103017.73,363618.97,2361036.46,2933877.5999999996,1501764.45,26291.33,1372701.03,33120.79,1432113.1500000001,0.49,134522.36,1,11995.43,14017.99,1798810.62,保守,66,4327672.24,0.058,0.075,9278,差,17,0.54,21,10,0.67,73.4,2101.15,4460.16,287.3,2689.66,1208.68,530.8,1185.11,181.64,2733.34,669.89,857.87,296.75,4598.48,1563.79,1952.04,1937.5,1215.1,491.7,3143.15,312.44,252.17,2847.38,538.61,842.45,1482.56
U000431,41,女,上海,市场营销,硕士,丧偶,21561.72,6011.38,9727.61,37300.71000000001,40868.76,-0.1,36413.46,1804663.18,400836.9,772926.83,3014840.37,1904644.5,108777.11,832521.12,168897.64,1110195.87,0.37,43790.51,7,69652.14,4950.24,197194.47,积极,66,2356902.61,0.03,0.094,11085,良,9,0.16,5,15,0.96,73.09,1768.58,2141.5,592.14,665.56,985.69,628.43,7176.63,2877.6,307.74,9.6,74.79,478.6,207.6,1303.68,3338.76,2282.96,415.4,871.78,1212.87,2842.58,3125.31,4113.51,1217.57,2027.09,202.8
U000432,26,男,上海,公务员,高中,丧偶,11898.03,18751.88,236.45,30886.360000000004,22171.5,0.28,492299.27,1131279.79,479137.13,294211.61,2396927.8,2128401.86,41342.41,169890.01,57293.52,268525.94,0.11,122114.54,1,50416.69,16623.9,1186892.08,稳健,57,952969.25,0.014,0.104,10650,优,4,0.53,31,2,0.95,81.58,296.6,586.2,1042.72,308.11,55.59,10.67,23.24,8.7,121.29,283.97,259.35,4488.54,378.91,141.38,818.09,2024.36,1175.63,364.18,855.39,1301.52,1350.87,1139.16,2122.74,2117.1,897.21
U000433,23,女,成都,程序员,博士,未婚,18370.54,4590.42,1399.97,24360.93,22729.46,0.07,46385.7,355226.36,154883.7,49985.65,606481.41,486463.22,95646.29,16469.16,7902.74,120018.19,0.2,42.62,0,0.0,24130.81,1648381.84,积极,70,983923.12,0.04,0.097,12822,良,16,0.16,39,9,0.4,60.05,4.32,3678.14,153.88,484.04,1566.32,194.23,493.51,108.36,382.94,148.53,344.33,356.2,3798.97,4008.53,92.89,986.22,40.48,23.36,84.8,2564.66,2154.43,164.24,134.35,209.61,552.14
U000434,36,女,青岛,企业管理,本科,已婚,12340.88,17043.13,6650.09,36034.100000000006,34140.67,0.05,534778.72,1004505.38,254437.94,880959.81,2674681.85,1825557.43,86090.21,601641.04,161393.17,849124.42,0.32,47025.02,13,46398.91,10059.58,481362.56,积极,59,3664555.76,0.012,0.064,10683,差,28,0.19,6,14,0.39,76.98,357.8,2018.4,529.07,3646.08,1527.17,818.88,2228.48,2432.81,490.15,592.87,3925.23,257.11,61.51,864.46,2307.44,2109.54,3599.16,1088.16,150.59,1268.92,2152.26,139.94,270.72,17.66,1286.26
U000435,34,女,重庆,个体商户,高中,丧偶,15792.6,11753.42,9374.36,36920.380000000005,26024.66,0.3,302866.1,91357.55,78265.48,574465.81,1046954.94,821477.62,7794.53,47069.27,170613.52,225477.31999999998,0.22,50436.39,2,121877.82,13997.82,1933105.06,平衡,65,2523255.11,0.051,0.105,16323,良,22,0.44,20,5,0.31,80.91,56.51,2025.08,1460.3,327.43,3152.23,294.76,1910.44,1845.81,1230.3,719.48,110.96,659.01,383.04,1363.85,1231.99,2096.01,12.97,1437.42,2420.06,1351.75,121.07,73.58,18.28,860.07,862.24
U000436,20,男,苏州,学生,博士,离异,905.88,4785.31,1814.61,7505.8,7208.51,0.04,208935.1,1541719.88,315768.98,355682.61,2422106.57,2274935.55,72018.78,74604.78,547.46,147171.02,0.06,0.0,0,0.0,8645.47,1317331.28,激进,63,2888910.95,0.054,0.12,16689,差,19,0.84,12,13,0.84,77.53,195.2,155.11,376.61,671.63,1061.81,625.0,213.94,387.5,746.08,259.41,93.92,71.53,0.06,487.13,45.29,107.49,136.0,316.06,195.14,431.84,22.02,50.89,265.96,158.03,134.87
U000437,23,男,南京,学生,博士,丧偶,883.98,4825.43,125.6,5835.01,5921.23,-0.01,221139.91,996617.62,442183.91,285948.82,1945890.26,1645733.33,88616.59,166960.43,44579.91,300156.93,0.15,52940.1,0,0.0,17980.83,1159127.45,保守,67,1694146.61,0.037,0.062,6316,一般,30,0.76,15,12,0.3,33.1,510.93,158.55,74.95,167.79,195.83,209.98,90.13,77.94,1.54,362.17,128.24,31.5,349.63,341.79,627.85,287.37,847.75,38.92,256.14,240.19,36.42,14.37,538.63,48.68,283.93
U000438,46,男,成都,金融分析师,本科,未婚,18299.82,19777.37,2134.15,40211.340000000004,37422.45,0.07,218543.43,382376.48,117416.71,2967831.25,3686167.87,3004646.97,79627.17,492881.08,109012.65,681520.9,0.18,40051.42,21,64425.07,11112.59,491192.62,平衡,70,593109.03,0.016,0.105,5115,一般,8,0.24,9,8,0.59,88.89,36.96,1090.87,474.44,2036.37,1450.22,140.29,308.74,854.27,357.13,2733.24,935.8,170.62,1152.09,165.66,240.12,476.49,3414.17,4496.78,3044.42,707.24,553.28,1385.73,2225.86,8726.27,245.39
U000439,64,女,北京,退休人员,博士,未婚,114.34,3111.37,1214.41,4440.12,4744.5,-0.07,896370.4,277125.55,385169.72,2275343.68,3834009.35,3364504.48,48069.1,268455.71,152980.06,469504.87,0.12,67505.97,32,114899.97,30557.87,930594.45,保守,69,2665588.42,0.041,0.107,12982,良,11,0.73,11,5,0.57,42.3,310.92,188.35,511.17,118.75,406.9,570.39,311.8,61.54,36.26,131.86,100.15,348.88,17.5,49.48,231.32,16.57,64.2,81.28,161.75,28.57,327.08,98.5,413.19,104.72,53.39
U000440,20,男,上海,学生,高中,丧偶,1034.29,970.85,1982.23,3987.37,3902.27,0.02,175691.29,680361.55,194639.1,378378.16,1429070.1,1154903.02,9321.24,102483.95,162361.89,274167.08,0.19,0.0,0,0.0,12569.0,1172708.95,稳健,57,4892617.69,0.047,0.11,7286,优,29,0.83,31,14,0.57,71.76,0.55,112.11,16.73,73.37,131.33,47.6,28.43,219.97,432.97,15.62,24.96,475.13,5.68,560.87,0.69,305.35,54.2,411.81,56.26,156.77,12.31,40.96,219.29,111.02,388.27
U000441,36,男,厦门,科研人员,大专,离异,18336.38,18678.4,6487.17,43501.95,35139.43,0.19,552762.62,2714834.44,431003.42,255675.79,3954276.27,2847172.34,102848.73,891972.74,112282.46,1107103.93,0.28,23298.78,2,71014.47,17050.42,1103209.15,积极,65,1038888.7,0.051,0.107,9813,良,20,0.35,19,13,0.51,85.81,4695.07,3894.96,483.65,2630.23,2279.39,286.64,1186.07,91.43,2195.68,232.41,88.99,619.35,1042.21,2338.91,4433.25,701.41,75.54,1675.34,1009.02,719.7,448.29,845.64,501.01,1714.09,951.13
U000442,32,男,福州,教师,博士,离异,13795.74,19502.59,3637.85,36936.18,31364.12,0.15,457949.61,1057864.29,13073.89,855465.65,2384353.44,2196189.63,21064.48,139614.38,27484.95,188163.81000000003,0.08,104990.87,9,127735.48,10730.95,190314.53,激进,63,3955994.51,0.026,0.067,13561,一般,18,0.27,5,7,0.33,50.25,1016.45,352.73,2468.25,1055.88,300.34,1266.07,573.8,2411.33,782.63,1680.01,130.14,653.5,5299.4,2141.95,225.88,421.74,518.69,1361.99,1833.5,1794.27,924.21,2158.02,744.74,171.41,1077.19
U000443,24,男,成都,程序员,博士,已婚,18344.12,1559.46,1755.93,21659.51,14002.52,0.35,179963.94,1630407.51,68445.82,47157.48,1925974.75,1654312.18,92580.21,801.89,178280.47,271662.57,0.14,8504.97,1,0.0,2907.43,317613.89,积极,62,869039.95,0.018,0.099,14507,优,18,0.66,6,0,0.63,77.37,343.25,247.1,2321.95,1222.11,239.48,382.54,329.17,99.1,1943.21,317.98,1278.01,128.86,487.24,14.89,886.87,533.82,603.01,32.6,145.5,47.41,209.29,606.05,512.62,581.36,489.11
U000444,40,男,合肥,制造业工人,高中,已婚,18972.13,15893.22,7762.62,42627.97,29574.22,0.31,383294.64,178114.98,105503.76,2000646.86,2667560.24,1782013.62,25021.33,791671.72,68853.57,885546.6199999999,0.33,80904.12,18,61731.45,18506.61,538720.48,稳健,58,3681069.63,0.023,0.096,8492,优,0,0.88,12,6,0.82,74.93,294.09,154.62,1983.37,1005.21,216.51,204.59,2164.73,1423.99,1129.69,547.86,318.63,4074.83,1673.73,376.78,1972.96,1492.22,369.74,583.27,215.79,123.47,1345.59,326.52,1798.96,5693.46,83.61
U000445,29,男,武汉,个体商户,硕士,离异,18025.86,931.28,144.4,19101.54,15230.79,0.2,569479.74,677545.22,56306.78,1408.83,1304740.57,976632.12,22702.14,166161.49,139244.82,328108.45,0.25,82671.17,5,30950.02,4143.81,1448628.42,稳健,58,4409605.14,0.026,0.085,12511,良,21,0.52,17,14,0.76,85.75,758.58,228.16,321.52,480.41,1938.77,210.93,1363.87,166.82,2400.84,589.74,331.0,505.16,169.13,170.33,64.07,64.37,227.08,764.95,497.76,57.53,1016.4,488.88,1722.5,589.61,102.37
U000446,40,女,西安,企业管理,硕士,已婚,15622.76,978.67,30.57,16632.0,13834.35,0.17,42983.22,2666810.07,29796.16,1376242.84,4115832.29,3281884.97,37579.48,620106.52,176261.32,833947.3200000001,0.2,28139.57,8,26559.01,24609.71,946467.93,保守,57,3139180.03,0.027,0.099,9990,良,14,0.26,8,15,0.97,47.53,994.28,27.27,14.29,131.78,275.69,533.81,635.57,141.25,1064.13,862.23,331.7,13.08,76.87,472.71,159.01,449.73,940.85,753.54,250.0,400.67,905.33,1875.55,1330.63,766.57,427.82
U000447,42,男,杭州,律师,高中,离异,19029.82,19729.86,5517.47,44277.15,40776.79,0.08,104178.36,829794.96,185417.04,764433.54,1883823.9,474280.34,13243.84,1293003.61,103296.11,1409543.5600000003,0.75,62043.44,12,3044.93,18489.28,1769617.25,激进,62,4544490.51,0.023,0.075,5886,差,30,0.63,17,5,0.74,93.53,7294.23,1801.14,1885.66,63.91,1534.62,1094.05,184.45,537.2,3646.18,1317.3,880.05,124.49,2065.8,2002.01,1570.62,1177.74,938.35,1484.13,438.48,4676.42,1466.07,615.02,985.32,2702.75,290.82
U000448,36,男,广州,金融分析师,高中,已婚,14264.64,3868.38,1084.66,19217.68,14474.16,0.25,504347.06,703269.59,402296.6,1758577.07,3368490.3200000003,2094885.76,76719.34,1004754.42,192130.8,1273604.56,0.38,113043.13,5,14413.49,14533.12,392537.49,稳健,62,1961217.75,0.053,0.081,8651,差,24,0.29,21,15,0.46,92.24,683.41,227.65,944.51,83.95,863.87,42.52,7.61,1372.34,522.93,260.42,159.0,576.22,427.21,2870.38,2454.82,605.35,351.32,405.75,689.01,64.33,239.05,47.0,45.76,130.9,398.84
U000449,49,男,北京,金融分析师,硕士,已婚,17571.28,8247.2,9959.56,35778.04,22765.64,0.36,537958.99,3366949.07,220640.59,407163.74,4532712.39,4076407.84,109227.62,327705.69,19371.24,456304.55,0.1,51291.31,18,61370.73,34398.65,1286038.45,积极,69,4518962.32,0.015,0.115,8981,一般,19,0.2,8,7,0.33,74.78,63.46,590.14,233.68,704.73,2791.67,87.15,176.06,473.15,2556.05,1091.11,1687.37,299.84,3569.01,80.13,40.19,1429.03,1935.42,70.12,88.9,24.91,81.51,173.53,2591.3,813.92,1113.26
U000450,21,男,天津,市场营销,本科,丧偶,16690.64,1388.35,854.21,18933.199999999997,14663.37,0.23,182018.84,927329.4,347969.5,13449.69,1470767.43,1332082.83,8971.03,125441.29,4272.28,138684.6,0.09,0.0,0,0.0,6159.97,90408.34,稳健,60,1381352.25,0.02,0.068,12383,优,14,0.15,28,7,0.73,32.05,427.3,890.98,505.4,210.71,459.45,425.42,967.53,2232.99,295.36,804.16,58.64,836.79,259.04,22.42,251.83,526.26,70.85,1438.03,45.11,1483.71,685.16,223.2,276.47,753.3,513.27
U000451,48,女,南京,金融分析师,本科,离异,14520.94,7561.72,1713.75,23796.41,14695.82,0.38,136574.68,2865886.22,210178.33,254481.93,3467121.1600000006,3251291.04,23000.01,109819.54,83010.57,215830.12,0.06,86923.69,22,121889.93,9155.22,1040523.73,激进,65,4488746.9,0.018,0.12,10091,良,17,0.63,6,14,0.6,69.71,2424.64,127.09,285.68,182.2,764.9,762.44,182.66,44.83,6.07,294.45,278.9,2352.77,335.03,156.44,1171.41,356.64,482.73,53.1,254.9,1524.06,470.14,223.01,518.83,1273.85,169.07
