用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,餐饮消费,衣物消费,住房消费,交通消费,娱乐消费,教育培训消费,医疗保健消费,健身运动消费,旅行度假消费,数字产品消费,宠物消费,图书影音消费,美容护肤消费,线上购物消费,线下购物消费,奢侈品消费,家庭日用品消费,母婴消费,绿色环保消费,慈善捐赠消费
U000372,54,男,西安,科研人员,高中,未婚,22910.31,3394.8,1001.15,27306.260000000002,21144.14,0.23,187067.73,1553566.65,33162.86,2906191.2,4679988.44,3804364.04,73380.46,622615.26,179628.68,875624.3999999999,0.19,88083.17,0,46714.63,16995.43,1805765.9,积极,54,1952944.06,0.037,0.117,一般,3,0.48,18,6,0.39,63.46,2.76,330.16,1342.0,152.01,142.01,622.36,1227.24,1464.04,231.14,97.52,3316.08,355.13,2257.34,2341.64,1741.15,217.45,2028.25,1724.36,1067.87,483.63
U000373,47,男,成都,企业管理,本科,未婚,15690.9,4995.58,2506.71,23193.19,22381.78,0.03,231853.27,2380042.57,231074.58,1772353.97,4615324.39,3006080.6,74434.23,1481464.39,53345.17,1609243.7899999998,0.35,179906.43,10,63303.14,22546.98,1158737.12,激进,51,3865711.74,0.05,0.098,差,25,0.26,5,0,0.4,32.22,812.76,1003.46,507.66,735.45,515.11,1168.03,2639.75,204.12,547.63,173.11,1118.13,1488.08,3063.56,372.76,3420.42,74.51,1053.34,67.08,2556.44,860.38
U000374,41,男,福州,医生,高中,已婚,15126.52,3754.97,8695.26,27576.75,29931.53,-0.09,288016.37,3027731.29,226596.8,788413.92,4330758.38,3024163.72,58061.92,1117440.64,131092.1,1306594.66,0.3,102898.18,10,50588.19,28828.62,510568.85,积极,65,3974035.05,0.033,0.066,优,27,0.37,16,8,0.34,53.75,1748.21,2813.81,257.3,62.17,3334.66,597.49,218.14,998.32,1440.76,49.7,507.77,52.68,861.4,3561.77,6404.47,1600.97,278.5,3732.55,1147.13,263.71
U000375,22,男,天津,医生,高中,已婚,12740.37,631.5,695.25,14067.12,11623.41,0.17,287715.24,1973052.12,483146.28,485839.88,3229753.5200000005,2871457.79,17165.56,164005.32,177124.85,358295.73,0.11,0.0,0,0.0,5901.4,33438.48,激进,61,2865086.1,0.049,0.094,良,16,0.52,34,11,0.68,75.09,995.34,934.35,169.14,179.3,881.88,187.7,436.86,1152.4,1159.2,456.78,1188.61,1379.91,804.61,196.18,242.26,286.05,93.97,241.37,177.87,459.65
U000376,48,女,成都,学生,大专,丧偶,18157.51,10816.43,9551.3,38525.24,31282.8,0.19,157712.98,166301.42,484573.19,1202618.53,2011206.12,1087423.67,56906.77,782622.85,84252.83,923782.45,0.46,95309.17,10,20417.98,32272.13,707.23,稳健,58,3687534.76,0.043,0.073,差,23,0.59,2,1,0.83,39.12,3792.37,175.05,2020.8,1843.98,159.67,4058.36,1333.15,717.2,2241.09,472.0,1875.89,64.28,2901.13,943.07,1606.12,396.65,1793.02,2346.84,1016.74,1525.4
U000377,29,男,广州,学生,本科,离异,16671.91,4971.47,700.81,22344.190000000002,15934.82,0.29,559939.55,344078.82,200720.27,362989.48,1467728.12,354805.51,63280.41,1008475.98,41166.22,1112922.6099999999,0.76,28481.69,4,114087.69,309.07,234584.03,保守,59,2859084.3,0.049,0.096,差,7,0.63,19,3,0.68,69.65,557.6,1492.52,1308.2,427.77,211.64,421.72,1416.44,209.07,601.6,1327.76,353.02,831.92,228.15,93.67,1280.29,84.35,256.27,1563.61,344.3,2924.91
U000378,50,女,重庆,科研人员,本科,离异,17681.73,2256.75,4665.26,24603.739999999998,21958.57,0.11,700993.86,2420029.23,397227.81,2275378.6,5793629.5,5405838.18,33695.01,154575.25,199521.06,387791.32,0.07,120663.21,19,129762.76,8445.24,1699930.83,保守,65,4265191.03,0.058,0.085,优,20,0.18,8,8,0.93,71.62,4596.32,368.23,49.33,1439.43,706.9,125.2,1449.3,37.34,2406.99,175.96,160.54,227.75,3802.6,1392.82,1905.47,597.57,483.28,315.01,772.38,946.16
U000379,25,男,天津,科研人员,硕士,丧偶,8938.74,1213.72,989.95,11142.41,9978.5,0.1,366095.67,233922.27,390460.96,354264.54,1344743.44,1046029.48,56067.08,167482.41,75164.47,298713.95999999996,0.22,103793.36,3,0.0,2964.44,1676411.3,激进,70,4793321.65,0.039,0.067,优,24,0.29,37,13,0.87,76.69,1629.14,102.08,1849.75,8.21,359.99,222.5,327.15,463.92,313.83,294.03,723.97,635.36,982.91,157.82,515.98,482.81,253.28,365.23,206.61,83.93
U000380,62,男,宁波,退休人员,高中,离异,22603.43,13381.37,256.41,36241.21000000001,32017.84,0.12,22212.87,3878394.01,49402.1,2762009.08,6712018.0600000005,5309016.22,139529.77,1093586.05,169886.02,1403001.84,0.21,50702.85,22,52856.77,37271.72,553264.95,平衡,51,1960305.81,0.045,0.098,良,5,0.27,17,10,0.82,78.97,282.03,130.73,1347.23,1267.36,3526.64,1533.73,62.67,2528.13,2327.78,686.78,1033.58,4376.71,890.99,2763.78,101.64,248.58,681.39,1030.45,1986.19,5211.45
U000381,30,男,广州,教师,博士,丧偶,12454.49,2025.96,1443.88,15924.330000000002,14646.02,0.08,187754.61,1242981.73,93096.07,191348.19,1715180.5999999999,554852.85,29114.84,1061094.13,70118.78,1160327.75,0.68,161179.5,5,113215.63,27819.94,645519.55,平衡,53,1354053.89,0.026,0.09,良,20,0.55,35,5,0.58,75.22,1316.5,755.77,180.38,556.54,1105.16,1199.27,564.3,296.79,2966.49,887.35,427.6,268.26,1070.46,226.01,153.54,615.07,279.12,807.92,102.28,867.21
U000382,54,男,大连,金融分析师,硕士,丧偶,18420.44,7075.99,1330.32,26826.75,21263.42,0.21,709807.97,2724244.71,438232.23,2395461.7,6267746.609999999,4649941.08,96920.36,1456117.91,64767.26,1617805.53,0.26,44964.97,2,36885.54,5611.43,1985354.56,激进,50,2725218.17,0.052,0.119,良,7,0.8,14,6,0.4,49.29,338.69,0.25,138.03,2757.88,2054.03,270.54,1532.08,953.72,3596.64,475.64,1163.24,66.75,513.07,3374.98,787.33,345.21,130.3,1236.24,1052.63,476.18
U000383,34,女,福州,公务员,高中,已婚,16274.34,11617.91,6272.55,34164.8,35678.37,-0.04,626643.89,2016340.51,353372.96,2945748.58,5942105.9399999995,5377919.95,94804.28,395336.01,74045.7,564185.99,0.09,180010.57,3,48023.21,10783.64,1916182.19,平衡,54,1947481.48,0.051,0.102,良,25,0.53,8,3,0.99,80.97,747.49,561.41,1475.6,3353.04,210.25,5533.34,3061.32,386.22,2404.14,938.74,993.96,2953.35,6356.02,261.55,1054.14,1266.44,911.78,871.57,103.68,2234.32
U000384,45,女,厦门,市场营销,本科,离异,16312.76,16732.27,4602.39,37647.42,30830.81,0.18,443297.2,210137.73,497894.3,66345.55,1217674.78,304.53,62785.56,975416.36,179168.33,1217370.25,1.0,95325.29,22,22182.02,22847.23,130825.52,稳健,58,3063891.32,0.057,0.104,差,22,0.58,13,4,0.99,43.99,1012.54,382.8,2991.24,2866.37,1177.23,626.28,1795.74,600.53,475.63,2316.74,72.72,175.91,12.03,293.27,126.3,9670.26,602.16,285.62,487.2,4860.25
U000385,23,女,成都,教师,本科,离异,5841.62,4313.67,1941.78,12097.070000000002,7578.64,0.37,399867.15,1263012.5,387310.46,35506.7,2085696.8099999998,1964604.72,6108.36,82742.29,32241.44,121092.09,0.06,38923.79,0,0.0,793.22,1857652.36,稳健,53,1993055.51,0.015,0.084,差,22,0.86,24,13,0.57,60.84,1247.29,303.28,246.23,140.19,286.37,229.82,682.62,206.35,519.55,41.14,128.14,315.79,1668.04,285.84,658.37,177.73,81.99,36.4,219.95,103.55
U000386,53,男,福州,律师,本科,未婚,19607.9,1814.69,2605.06,24027.65,16826.65,0.3,291496.57,2362372.25,40784.2,1355182.48,4049835.5,3472655.16,14668.35,386651.74,175860.25,577180.34,0.14,12180.18,3,102406.51,3428.1,3457.8,稳健,66,556603.16,0.026,0.078,一般,18,0.55,2,5,0.43,70.36,220.23,1647.7,18.39,940.06,549.7,813.7,953.21,433.11,402.87,1522.97,2361.73,246.43,118.33,2627.48,496.08,923.27,513.3,154.89,1025.25,857.94
U000387,43,女,苏州,教师,博士,未婚,15915.98,14127.35,8796.72,38840.05,26750.93,0.31,108660.32,2579835.67,15170.83,116322.84,2819989.6599999997,1121689.59,73112.22,1437047.05,188140.8,1698300.07,0.6,161440.97,9,140254.88,3545.79,1366064.1,平衡,68,2833199.82,0.055,0.09,良,19,0.22,19,10,0.96,90.36,1828.22,1023.61,116.9,910.64,1391.14,1804.5,1137.4,189.96,1420.19,1297.13,28.36,608.45,464.3,1269.29,279.25,1024.86,2802.85,1833.05,2917.41,4403.41
U000388,29,女,长沙,企业管理,硕士,未婚,9579.07,19207.74,981.54,29768.350000000002,29679.85,0.0,24538.33,143629.25,491172.82,240211.7,899552.1000000001,-331969.2,91108.95,989490.04,150922.31,1231521.3,1.37,118226.64,1,99526.89,9199.87,1054674.98,积极,68,3659926.59,0.036,0.105,优,20,0.26,20,4,0.61,42.87,17.78,1615.64,882.48,3256.85,480.81,6571.24,1576.42,2614.72,148.31,335.91,2354.27,36.85,2813.55,23.28,1774.0,752.91,1566.96,1973.64,694.89,189.35
U000389,41,女,郑州,市场营销,大专,离异,16636.28,11225.06,6096.63,33957.969999999994,25568.61,0.25,704524.02,2350759.35,385421.37,2096704.96,5537409.7,5215968.3,69636.62,62448.81,189355.97,321441.4,0.06,61423.97,18,112177.71,18452.18,346717.52,保守,60,3826656.74,0.037,0.063,良,9,0.41,11,1,0.88,74.47,959.05,1767.98,929.67,715.96,662.08,34.96,533.18,4865.48,2697.08,521.1,1155.85,2450.98,759.19,23.63,100.99,931.42,4549.21,1541.06,95.93,273.8
U000390,20,女,重庆,科研人员,博士,离异,9888.87,4461.78,1424.82,15775.470000000001,10040.8,0.36,101804.12,413473.88,320210.57,7796.35,843284.92,581213.28,82987.77,41205.97,137877.9,262071.64,0.31,0.0,0,0.0,17149.45,1830489.98,稳健,60,4929808.84,0.059,0.11,一般,11,0.83,25,1,0.41,68.92,1023.02,1276.91,666.69,716.95,19.93,1222.64,1076.42,207.87,855.14,167.71,28.54,155.71,136.44,285.74,375.84,492.55,449.09,218.85,20.53,644.22
U000391,26,女,深圳,学生,高中,丧偶,8461.69,8317.75,827.28,17606.72,13012.13,0.26,504602.45,1878466.68,244108.25,300064.81,2927242.19,2645041.37,63906.78,79093.69,139200.35,282200.82,0.1,89825.64,1,10578.65,3179.77,317847.67,稳健,65,799251.42,0.037,0.07,优,23,0.31,25,9,0.68,48.51,1206.53,821.53,1166.64,408.66,83.95,712.72,138.04,348.16,40.2,1043.69,80.52,1396.21,1194.47,373.7,815.94,577.93,972.02,338.15,921.74,371.33
U000392,43,女,南京,医生,本科,丧偶,14146.32,4015.76,5182.26,23344.340000000004,14423.24,0.38,349538.45,350930.87,19015.63,1164191.55,1883676.5,818400.54,11370.69,1040425.19,13480.08,1065275.96,0.57,87189.73,11,65716.28,4696.76,1194002.95,稳健,51,3482945.43,0.035,0.118,优,24,0.27,10,1,0.7,91.66,1825.1,429.73,400.57,991.64,1111.71,521.5,127.84,406.77,2221.54,901.9,1075.12,21.53,406.89,670.93,1143.02,32.59,1234.2,512.74,141.76,246.15
U000393,28,男,北京,企业管理,高中,未婚,14361.21,18936.43,1011.19,34308.83,24449.08,0.29,363783.9,806132.71,360590.54,12654.84,1543161.99,1207449.29,46696.23,168684.46,120332.01,335712.7,0.22,57561.31,1,21504.52,27382.61,113426.25,积极,52,2344658.76,0.037,0.097,优,5,0.68,20,11,0.33,88.6,101.88,331.38,3215.67,273.11,510.25,1159.53,1397.59,2768.87,1138.44,2994.89,1849.23,230.42,326.36,1102.99,970.75,2612.46,1668.8,943.08,359.47,493.9
U000394,46,女,成都,公务员,高中,丧偶,11820.77,11272.78,739.24,23832.790000000005,22031.78,0.08,692216.71,3092796.09,322395.08,847405.35,4954813.2299999995,4043213.57,87478.97,674506.81,149613.88,911599.66,0.18,136576.23,19,37506.35,33128.43,1273395.14,平衡,65,4637419.35,0.018,0.092,良,11,0.28,9,5,0.97,55.25,892.59,573.64,753.63,194.95,1132.75,1994.04,310.77,704.53,3864.96,422.24,941.69,98.47,970.3,97.82,3333.42,1310.05,1616.66,1268.55,928.1,622.61
U000395,24,女,天津,科研人员,本科,已婚,15102.44,3553.43,1083.0,19738.87,14083.54,0.29,217204.71,1848297.77,176470.69,470940.55,2712913.7199999997,2441406.95,41271.78,83545.13,146689.86,271506.77,0.1,88778.58,1,0.0,9188.2,1330746.85,积极,54,3754884.7,0.02,0.073,良,6,0.55,39,11,0.93,65.63,833.2,735.7,576.76,223.48,3.55,263.07,678.37,454.89,566.36,3754.5,410.38,572.76,136.39,46.77,1421.37,804.74,1361.01,154.52,807.28,278.43
U000396,44,男,重庆,公务员,硕士,已婚,16794.86,13044.75,3003.2,32842.81,33382.88,-0.02,573187.47,1995507.49,25442.85,651534.42,3245672.23,2857601.47,76133.64,235079.02,76858.1,388070.76,0.12,103500.17,5,141479.89,791.34,412906.56,稳健,68,3501470.92,0.024,0.105,差,18,0.72,20,12,0.7,82.05,572.46,25.64,308.85,818.28,274.88,9418.13,816.24,308.81,490.95,1959.45,146.37,4386.92,7203.17,626.65,1322.52,49.5,2263.79,1181.64,696.17,512.47
U000397,35,男,杭州,医生,硕士,未婚,12065.08,10611.76,6280.86,28957.7,17885.75,0.38,63092.0,179737.36,10733.03,2760515.37,3014077.7600000002,2394489.77,104335.65,497262.95,17989.39,619587.99,0.21,186312.53,5,30451.06,4593.39,426023.71,激进,52,2133230.28,0.055,0.095,差,26,0.46,21,5,0.5,36.6,144.73,853.84,608.47,1429.99,91.33,1125.64,818.07,89.29,867.39,425.77,2119.51,111.6,752.43,351.7,2296.45,292.65,2393.51,1693.73,230.38,1189.28
U000398,34,女,广州,医生,大专,离异,20195.44,12573.65,6998.63,39767.719999999994,29452.66,0.26,542716.61,673352.45,56680.22,2836205.46,4108954.74,3848191.86,107283.81,145603.4,7875.67,260762.88,0.06,176046.36,7,56905.46,5147.83,39908.24,积极,61,4689239.81,0.039,0.071,良,28,0.12,31,11,0.92,94.21,6960.02,373.5,736.23,941.77,448.17,19.73,318.85,424.75,751.86,240.66,2649.0,1565.21,114.2,1346.69,1359.82,4012.29,3.88,365.41,3370.54,3450.08
U000399,21,女,苏州,科研人员,高中,离异,15008.17,4807.88,641.4,20457.45,19551.27,0.04,483868.5,170299.02,301406.28,399658.83,1355232.6300000001,1092007.45,1467.91,178209.54,83547.73,263225.18,0.19,0.0,0,0.0,7370.47,1040863.21,激进,50,2703240.73,0.055,0.063,优,7,0.66,16,14,1.0,51.94,80.16,602.68,220.11,167.06,1388.97,121.21,528.36,2331.2,171.78,3188.84,4315.82,677.7,155.83,317.47,461.65,309.23,275.22,2994.47,139.11,1104.39
U000400,18,男,杭州,学生,高中,已婚,13930.81,3673.21,38.42,17642.44,13943.45,0.21,434176.71,722032.17,17991.58,335951.96,1510152.4200000002,1222466.61,59929.62,67126.98,160629.21,287685.81,0.19,0.0,0,0.0,8690.07,1885812.51,保守,58,2985721.92,0.034,0.076,良,29,0.46,5,10,0.9,88.23,0.3,668.38,1825.2,250.3,151.26,777.35,919.05,858.59,283.52,214.21,2300.95,1892.7,450.52,1379.86,443.77,407.11,125.68,409.69,568.23,16.78
U000401,28,女,西安,律师,高中,未婚,17986.76,11438.18,473.89,29898.829999999998,19245.68,0.36,43738.7,1735457.07,368251.76,170567.4,2318014.93,2091042.78,96344.61,14076.56,116550.98,226972.15,0.1,193128.87,3,94650.44,9397.58,1329876.14,积极,69,1048902.78,0.045,0.072,一般,23,0.84,11,2,0.8,35.95,1034.21,915.06,2180.83,16.51,739.0,1404.96,707.37,355.22,132.93,1983.3,577.48,1910.08,800.02,1017.76,1480.17,976.81,460.66,654.15,1474.55,424.59
U000402,39,女,大连,企业管理,博士,离异,14928.64,9520.88,1973.0,26422.519999999997,28905.31,-0.09,417765.9,548891.4,144031.75,2028478.0,3139167.05,2899560.91,110721.05,91899.52,36985.57,239606.14,0.08,1262.68,5,146128.55,8345.39,1756353.3,稳健,68,4877256.72,0.045,0.102,差,2,0.25,20,7,0.41,71.29,630.45,129.09,3157.56,122.5,1340.84,684.15,667.69,1460.6,89.14,1155.97,1897.63,2260.78,239.96,2922.53,1370.12,2741.23,852.38,1002.32,3226.29,2954.07
U000403,31,女,苏州,公务员,硕士,离异,9068.19,14708.86,5305.51,29082.560000000005,26971.78,0.07,590564.82,641753.84,377148.55,193960.01,1803427.22,1133477.81,7031.69,516334.88,146582.84,669949.41,0.37,123969.08,6,11992.74,22397.91,1432219.42,积极,50,4897254.49,0.044,0.079,一般,24,0.83,23,2,0.7,77.26,827.48,812.79,560.07,518.13,3269.68,119.97,1875.26,314.31,699.69,105.22,521.29,2423.32,3583.14,414.85,1031.69,1052.75,3426.02,2383.59,1192.17,1840.36
U000404,51,男,杭州,制造业工人,大专,已婚,17020.73,10918.34,7449.69,35388.76,25269.55,0.29,138147.88,2452569.39,204866.2,2639923.96,5435507.43,4002783.42,49303.9,1194377.48,189042.63,1432724.0099999998,0.26,80648.34,27,134863.44,15961.83,284165.78,保守,62,2388187.24,0.011,0.068,优,10,0.41,20,4,0.58,30.91,2432.01,12.4,667.19,3076.52,1744.49,1012.74,975.92,552.94,951.06,1378.39,701.16,1620.31,2555.33,217.43,777.17,678.35,1504.82,371.99,1322.78,2716.55
U000405,28,男,厦门,科研人员,大专,离异,16072.31,5417.8,395.51,21885.62,18573.48,0.15,91823.48,1991467.59,426907.33,138834.8,2649033.1999999997,2407706.54,20134.28,121365.0,99827.38,241326.66,0.09,87021.51,6,23973.1,27522.44,119520.83,平衡,53,801077.36,0.026,0.089,差,9,0.21,33,15,0.86,57.06,3525.22,79.3,187.62,2123.65,2247.08,72.7,10.69,124.21,3906.45,140.32,493.73,1334.02,14.58,655.88,229.37,1402.12,235.69,820.77,793.03,177.04
U000406,45,男,合肥,制造业工人,大专,已婚,16507.55,2588.56,2818.97,21915.08,21090.6,0.04,605343.21,2808316.99,184783.77,2911292.12,6509736.09,5746881.16,8837.5,670617.31,83400.12,762854.93,0.12,41891.2,10,103242.27,30489.9,1805108.15,积极,70,4620820.6,0.059,0.107,差,17,0.37,10,6,0.93,92.76,53.82,799.84,518.71,2515.44,2448.42,927.99,1417.31,1408.63,2667.42,840.91,489.6,467.92,1167.46,906.1,881.4,145.21,1926.8,365.4,333.31,808.89
U000407,51,女,宁波,公务员,博士,已婚,19524.99,10219.21,955.83,30700.030000000002,29935.48,0.02,505121.67,288642.22,245470.24,1807799.33,2847033.46,1221004.47,135418.41,1437409.12,53201.46,1626028.99,0.57,89896.98,24,28977.26,27179.08,1423815.24,稳健,61,4314977.52,0.013,0.075,优,20,0.1,11,15,0.69,80.94,914.7,1173.72,1517.52,448.27,333.5,4183.42,1120.17,1046.33,71.43,1357.4,1591.23,1611.98,2418.3,384.87,572.52,3278.89,5792.55,287.8,1356.12,474.77
U000408,26,女,厦门,医生,博士,已婚,8898.81,14709.9,389.89,23998.6,23984.78,0.0,158175.5,1818631.4,211495.66,409293.27,2597595.83,2515473.1,1113.23,52197.58,28811.92,82122.73000000001,0.03,5056.74,3,11806.45,12925.32,1819613.25,平衡,54,2510082.93,0.029,0.069,优,14,0.71,6,8,0.62,42.86,152.78,971.09,382.53,3052.06,1881.53,382.95,22.9,4071.6,477.97,2298.23,1013.2,2171.7,935.34,224.29,622.06,513.74,1377.65,2647.96,755.25,29.95
U000409,23,男,广州,学生,本科,离异,19923.67,2762.88,737.64,23424.19,17746.97,0.24,381865.66,1182773.31,314445.17,323164.16,2202248.3,1931739.93,37971.62,65322.09,167214.66,270508.37,0.12,6906.8,1,0.0,20349.62,78762.95,平衡,66,751366.33,0.046,0.068,优,2,0.84,8,4,0.37,40.62,2558.45,691.64,494.93,661.81,2042.9,1369.18,303.01,210.4,236.68,545.37,1058.68,543.49,54.54,998.91,1273.84,265.52,847.56,432.05,1708.54,1449.45
U000410,27,女,青岛,企业管理,硕士,未婚,14711.38,9849.11,1090.22,25650.71,22119.62,0.14,365836.66,930576.9,77492.0,411422.98,1785328.54,1587885.21,84693.87,89699.63,23049.83,197443.33000000002,0.11,182284.88,2,34109.42,1588.05,1367043.88,激进,50,736173.96,0.052,0.074,一般,1,0.13,14,4,0.97,38.95,864.97,1364.79,2493.4,794.49,436.1,1625.92,288.44,570.83,2330.12,1495.74,600.2,280.54,510.62,387.86,224.78,1578.24,337.06,702.61,565.77,4667.13
U000411,42,女,长沙,教师,本科,丧偶,14213.12,11000.62,401.3,25615.04,22921.22,0.11,150362.36,1806491.47,3576.19,2105472.63,4065902.65,3256077.36,77932.15,552177.35,179715.79,809825.29,0.2,32835.84,6,22838.38,239.61,1255359.59,保守,69,1766377.17,0.038,0.091,差,5,0.77,19,8,0.53,51.26,174.0,1651.72,1691.03,1003.1,1045.19,102.5,1343.65,1299.04,299.47,202.69,243.85,196.9,1739.39,404.42,535.37,352.45,5853.37,3565.05,484.38,733.67
U000412,44,男,青岛,律师,硕士,丧偶,16232.96,15400.33,2045.9,33679.19,22105.23,0.34,286714.53,341534.8,466541.77,616749.56,1711540.6600000001,443418.13,104846.78,1103553.79,59721.96,1268122.53,0.74,137949.96,6,132997.82,27152.96,721876.64,平衡,51,3415235.4,0.021,0.113,差,26,0.3,16,0,0.52,44.07,285.91,821.66,24.04,1350.54,898.77,2778.07,217.96,1978.45,1905.43,165.09,617.04,226.36,356.8,370.76,986.03,643.25,3581.88,163.96,4415.03,318.21
U000413,65,女,广州,自由职业,硕士,未婚,18940.38,15077.17,9208.19,43225.740000000005,36313.42,0.16,566903.36,3378763.5,333512.16,2813475.52,7092654.539999999,6917726.67,13981.34,160892.38,54.15,174927.87,0.02,6239.99,3,128574.9,37398.09,1860318.85,平衡,59,2502772.76,0.046,0.118,优,3,0.14,6,6,0.98,78.22,381.86,4825.14,913.55,2659.56,2066.75,1578.25,1693.55,3258.53,227.18,2728.1,5592.78,147.2,374.86,3118.44,1421.9,1277.93,364.27,1747.85,334.59,1601.12
U000414,50,男,上海,金融分析师,硕士,丧偶,21490.13,2836.76,4569.28,28896.17,30806.87,-0.07,786626.45,3200981.22,60162.51,1910129.36,5957899.54,4449833.89,142863.75,1189143.79,176058.11,1508065.65,0.25,186408.64,5,2151.61,3013.33,469605.65,积极,68,3627133.6,0.024,0.061,良,18,0.48,4,6,0.35,74.07,2185.05,452.62,992.98,7317.83,1758.04,2789.23,811.85,2212.51,62.65,198.69,343.88,778.83,2831.72,643.95,1610.6,1871.78,1336.71,669.6,1303.65,634.71
U000415,65,女,宁波,市场营销,大专,离异,19896.65,17948.16,6566.1,44410.909999999996,47951.1,-0.08,832557.03,3017082.42,359435.42,608095.89,4817170.76,3569557.8,48111.2,1006863.84,192637.92,1247612.96,0.26,37613.96,28,121553.09,39335.58,88246.21,平衡,68,4259266.17,0.032,0.117,良,15,0.73,1,9,0.55,68.87,2688.2,1020.85,1270.79,777.71,1074.95,1353.02,3260.76,1833.18,7355.01,109.46,1789.21,2245.42,6468.53,128.97,2180.26,4916.57,708.66,5346.96,49.19,3373.37
U000416,31,男,大连,公务员,博士,已婚,16307.6,8140.03,5802.12,30249.75,23777.97,0.21,599942.8,1956648.89,73816.59,2017973.83,4648382.109999999,3453634.84,99616.06,1013566.05,81565.16,1194747.27,0.26,192277.28,1,90322.78,25923.83,665608.15,激进,61,3404588.63,0.033,0.092,良,21,0.23,2,10,0.65,85.88,3529.63,1397.11,754.39,59.92,3297.87,829.23,38.4,1527.61,857.98,173.28,314.69,87.0,1114.45,1269.66,919.61,2216.93,2575.16,1247.73,16.75,1550.57
U000417,59,男,西安,科研人员,硕士,已婚,24480.77,16493.71,3963.5,44937.979999999996,45464.73,-0.01,783843.48,3912490.54,271998.37,1558706.54,6527038.93,5938195.43,96678.05,382075.74,110089.71,588843.5,0.09,188457.97,14,102601.6,29697.2,978359.98,稳健,60,3793346.14,0.05,0.093,优,12,0.52,12,7,0.7,78.74,2911.14,1198.56,6922.3,399.87,3094.77,12.15,7187.85,331.79,277.14,1125.81,1300.21,670.46,2445.7,1626.36,96.67,1070.69,4623.05,3253.13,3587.54,3329.56
U000418,54,女,重庆,制造业工人,博士,丧偶,12945.19,15998.7,4952.03,33895.92,35859.23,-0.06,583747.41,1134256.94,377900.29,908572.82,3004477.46,1823733.87,33060.56,957372.92,190310.11,1180743.5899999999,0.39,38201.31,1,4664.62,4382.93,371428.23,激进,52,801598.32,0.033,0.067,优,11,0.63,0,9,0.54,54.37,627.1,176.76,535.54,3001.02,6626.35,1146.38,16.41,254.01,654.46,1454.85,131.43,4833.58,764.79,4103.04,2553.17,2370.97,1571.18,1659.34,1710.73,1668.11
U000419,36,男,大连,金融分析师,高中,离异,16074.14,9999.9,3514.97,29589.010000000002,21537.58,0.27,312574.34,2233928.87,376458.98,2309362.18,5232324.37,4123940.54,51569.6,880687.08,176127.15,1108383.8299999998,0.21,189824.46,10,73546.27,841.71,77343.15,平衡,65,3915722.64,0.014,0.075,差,2,0.17,40,3,0.62,78.69,1456.15,1657.79,2275.46,268.38,96.71,728.72,797.45,1952.61,648.16,934.73,827.39,43.04,1055.3,1945.27,189.37,996.9,994.94,198.17,145.61,4325.44
U000420,32,男,武汉,金融分析师,硕士,已婚,14496.56,1899.08,6838.24,23233.879999999997,20834.16,0.1,418650.47,73412.94,253147.27,207298.83,952509.5099999999,406727.21,20660.59,412111.72,113009.99,545782.3,0.57,160261.54,8,98055.35,1441.96,1171322.12,保守,66,2709945.51,0.055,0.078,差,5,0.13,38,10,0.6,74.64,504.46,260.11,189.45,1110.34,947.8,1039.92,92.87,2258.07,497.09,379.0,625.59,498.41,2008.12,2670.2,364.55,2010.77,1533.39,2692.48,284.31,867.25
U000421,48,女,福州,个体商户,硕士,未婚,19993.93,15449.25,438.75,35881.93,24806.57,0.31,265254.92,2322312.66,422769.21,686197.57,3696534.36,2398111.98,64921.3,1051170.04,182331.04,1298422.3800000001,0.35,20307.54,4,19799.85,33670.61,1210411.94,保守,50,2471437.82,0.028,0.102,优,0,0.67,11,3,0.59,32.18,8.73,1360.85,677.66,637.27,1693.5,3119.28,1536.77,3137.98,502.69,1198.82,979.44,19.16,1331.02,1771.9,1465.99,2180.1,1385.54,112.99,202.5,1484.37
U000422,31,男,深圳,市场营销,本科,未婚,12534.67,9492.51,5071.14,27098.32,19554.58,0.28,565999.33,350694.55,12054.64,259132.58,1187881.0999999999,740212.58,20920.56,294775.57,131972.39,447668.52,0.38,109183.78,8,39451.0,1957.79,1579996.33,平衡,55,3119542.3,0.016,0.062,良,6,0.22,8,12,0.31,33.9,374.31,96.61,653.54,940.76,464.01,1483.63,1201.53,471.09,1636.66,1217.74,1181.05,938.42,13.33,1388.04,549.06,3326.78,1983.19,1031.36,338.27,265.18
